J,-1,-1
B,9,9
B,-1,-1
W,9,10
W,10,9
B,11,8
B,11,7
W,11,10
W,9,8
B,10,8
B,8,10
W,12,6
W,7,11
B,10,7
B,8,7
W,12,11
W,9,7
B,9,6
B,14,13
W,12,8
W,12,9
B,12,7
B,8,5
W,6,3
W,12,10
B,12,12
B,10,5
W,14,7
W,13,8
B,15,6
B,9,12
W,13,10
W,14,10
B,10,10
B,15,10
W,14,9
W,14,8
B,14,11
B,14,5
W,13,9
W,15,8
V,-1,-1
