J,-1,-1
B,9,9
B,-1,-1
W,8,8
W,7,9
B,9,7
B,10,8
W,8,10
W,9,11
B,8,6
B,6,8
W,9,5
W,11,9
B,5,3
B,10,10
W,10,5
W,7,5
B,8,5
B,7,6
W,10,12
W,8,12
B,12,14
B,8,11
W,9,12
W,11,12
B,13,12
B,7,12
W,11,10
W,11,11
B,11,14
B,11,8
W,12,10
W,9,13
B,14,8
B,8,14
W,7,11
W,6,10
B,10,14
B,5,9
W,9,14
W,3,13
B,9,15
B,5,11
W,10,11
W,12,9
B,13,8
B,7,14
W,12,8
W,12,11
B,14,11
B,12,13
V,-1,-1
