J,-1,-1
B,9,9
B,-1,-1
W,9,10
W,10,9
B,11,7
B,12,7
W,8,10
W,8,11
B,10,10
B,8,8
W,11,11
W,11,8
B,7,7
B,7,12
W,6,6
W,10,7
B,12,8
B,12,9
W,9,11
W,10,11
B,12,11
B,7,11
W,12,10
W,10,6
B,11,12
B,10,12
W,7,10
W,5,10
B,6,10
B,10,13
W,9,12
W,9,14
B,8,12
B,9,13
W,10,14
W,5,9
B,14,9
B,12,6
W,13,10
W,12,4
B,8,13
B,7,13
W,11,13
W,5,13
B,8,14
B,7,15
W,7,16
W,6,16
B,6,12
B,5,11
W,9,15
W,3,9
B,7,9
B,4,12
W,9,7
W,3,13
V,-1,-1
